payment_option_id,request_id,payment_method,payment_amount,number_of_payments,first_payment_date,payment_frequency_days,financing_fee,total_payable_amount
payment_option_742,request_257,full_payment,1587.3,1,2025-11-05,,0,1587.3
payment_option_743,request_257,installments,116.4,15,2025-11-05,30,158.7,1746
payment_option_744,request_258,full_payment,1239.7,1,2026-01-07,,0,1239.7
payment_option_745,request_258,installments,78.51,18,2026-01-10,31,173.48,1413.18
payment_option_746,request_258,installments,223.15,6,2026-01-14,28,99.2,1338.9
payment_option_747,request_258,installments,63.02,24,2026-01-21,30,272.78,1512.48
payment_option_748,request_259,full_payment,2389.2,1,2024-09-04,,0,2389.2
payment_option_749,request_259,installments,134.25,21,2024-09-11,28,430.05,2819.25
payment_option_750,request_260,full_payment,4292.4,1,2025-02-06,,0,4292.4
payment_option_751,request_260,installments,314.78,15,2025-02-20,30,429.3,4721.7
payment_option_752,request_260,installments,218.2,24,2025-02-09,28,944.4,5236.8
payment_option_753,request_261,full_payment,34181000,1,2026-07-03,,0,34181000
payment_option_754,request_261,installments,2164796.67,18,2026-07-03,31,4785340.06,38966340.06
payment_option_755,request_261,installments,6152580,6,2026-07-06,28,2734480,36915480
payment_option_756,request_262,full_payment,60434,1,2024-12-05,,0,60434
payment_option_757,request_262,installments,3395.82,21,2024-12-08,28,10878.22,71312.22
payment_option_758,request_262,installments,3072.06,24,2024-12-19,31,13295.44,73729.44
payment_option_759,request_263,full_payment,312100,1,2025-05-07,,0,312100
payment_option_760,request_263,installments,22887.33,15,2025-05-14,30,31209.95,343309.95
payment_option_761,request_264,full_payment,15751000,1,2026-04-04,,0,15751000
payment_option_762,request_264,installments,997563.33,18,2026-04-18,31,2205139.94,17956139.94
payment_option_763,request_264,installments,800675.83,24,2026-04-07,30,3465219.92,19216219.92
payment_option_764,request_265,full_payment,1776.5,1,2024-03-06,,0,1776.5
payment_option_765,request_265,installments,99.82,21,2024-03-06,28,319.72,2096.22
payment_option_766,request_266,installments,813.7,3,2025-08-03,28,93.9,2441.1
payment_option_767,request_266,full_payment,2347.2,1,2025-08-03,,0,2347.2
payment_option_768,request_266,installments,172.13,15,2025-08-06,30,234.75,2581.95
payment_option_769,request_267,installments,18172613.33,3,2026-01-08,30,2096839.99,54517839.99
payment_option_770,request_267,full_payment,52421000,1,2026-01-05,,0,52421000
payment_option_771,request_267,installments,3319996.67,18,2026-01-12,31,7338940.06,59759940.06
payment_option_772,request_268,installments,17079226.67,3,2024-06-14,31,1970680.01,51237680.01
payment_option_773,request_268,full_payment,49267000,1,2024-06-07,,0,49267000
payment_option_774,request_268,installments,2768336.19,21,2024-06-21,28,8868059.99,58135059.99
payment_option_775,request_269,full_payment,361900,1,2025-11-04,,0,361900
payment_option_776,request_269,installments,26539.33,15,2025-11-04,30,36189.95,398089.95
payment_option_777,request_270,full_payment,3729,1,2026-07-06,,0,3729
payment_option_778,request_270,installments,236.17,18,2026-07-09,31,522.06,4251.06
payment_option_779,request_270,installments,189.56,24,2026-07-20,30,820.44,4549.44
payment_option_780,request_271,full_payment,40018,1,2024-09-03,,0,40018
payment_option_781,request_271,installments,2248.63,21,2024-09-10,28,7203.23,47221.23
payment_option_782,request_272,installments,388.2,3,2025-02-12,28,44.8,1164.6
payment_option_783,request_272,full_payment,1119.8,1,2025-02-05,,0,1119.8
payment_option_784,request_272,installments,82.12,15,2025-02-19,30,112,1231.8
payment_option_785,request_273,full_payment,3723.5,1,2026-04-07,,0,3723.5
payment_option_786,request_273,installments,235.82,18,2026-04-07,31,521.26,4244.76
payment_option_787,request_274,installments,12774.67,3,2024-12-04,31,1474.01,38324.01
payment_option_788,request_274,full_payment,36850,1,2024-12-04,,0,36850
payment_option_789,request_274,installments,2070.62,21,2024-12-07,28,6633.02,43483.02
payment_option_790,request_275,full_payment,31086,1,2025-05-06,,0,31086
payment_option_791,request_275,installments,2279.64,15,2025-05-13,30,3108.6,34194.6
payment_option_792,request_275,installments,5595.48,6,2025-05-20,31,2486.88,33572.88
